entry_id,source_entry_id,person_id,normalization input,listed as,book,author,edition,year
Sancho-Letters-1-0337,Sancho-Letters-1-0337,Sancho-Letters-1-0337,Earl of Fitzwilliam,Earl of Fitzwilliam,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0338,Sancho-Letters-1-0338,Sancho-Letters-1-0338,Countess of Fitzwilliam,Countess of Fitzwilliam,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0339,Sancho-Letters-1-0339,Sancho-Letters-1-0339,Lord Foley,Lord Foley,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0340,Sancho-Letters-1-0340,Sancho-Letters-1-0340,Right Honourable Charles James Fox,Right Honourable Charles James Fox,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0341,Sancho-Letters-1-0341,Sancho-Letters-1-0341,Right Honourable Richard Fitzpatrick,Right Honourable Richard Fitzpatrick,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0342,Sancho-Letters-1-0342,Sancho-Letters-1-0342,Lady Charlotte Finch,Lady Charlotte Finch,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0343,Sancho-Letters-1-0343,Sancho-Letters-1-0343,Lady Finch,Lady Finch,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0344,Sancho-Letters-1-0344,Sancho-Letters-1-0344,Honourable Andrew Foley,Honourable Andrew Foley,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0345,Sancho-Letters-1-0345,Sancho-Letters-1-0345,Honourable Mrs. Foley,Honourable Mrs. Foley,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0346,Sancho-Letters-1-0346,Sancho-Letters-1-0346,"Sir Martin Folkes, Bart.","Sir Martin Folkes, Bart.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0347,Sancho-Letters-1-0347,Sancho-Letters-1-0347,"Wiliiam Fawkener, Esq.","Wiliiam Fawkener, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0348,Sancho-Letters-1-0348,Sancho-Letters-1-0348,Admiral Forbes,Admiral Forbes,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0349,Sancho-Letters-1-0349,Sancho-Letters-1-0349,Miss Forbes,Miss Forbes,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0350,Sancho-Letters-1-0350,Sancho-Letters-1-0350,Miss M. Forbes,Miss M. Forbes,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0351,Sancho-Letters-1-0351,Sancho-Letters-1-0351,"R. Fresselicque, Esq.","R. Fresselicque, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0352,Sancho-Letters-1-0352,Sancho-Letters-1-0352,Rev. John Fresselicque,Rev. John Fresselicque,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0353,Sancho-Letters-1-0353,Sancho-Letters-1-0353,Miss Fresselicque,Miss Fresselicque,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0354,Sancho-Letters-1-0354,Sancho-Letters-1-0354,Mrs. Fernyhough,Mrs. Fernyhough,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0355,Sancho-Letters-1-0355,Sancho-Letters-1-0355,Mrs. Friend,Mrs. Friend,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0356,Sancho-Letters-1-0356,Sancho-Letters-1-0356,Miss Freeman,Miss Freeman,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0357,Sancho-Letters-1-0357,Sancho-Letters-1-0357,Mr. Thomas Farren,Mr. Thomas Farren,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0358,Sancho-Letters-1-0358,Sancho-Letters-1-0358,Miss Fiske,Miss Fiske,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0359,Sancho-Letters-1-0359,Sancho-Letters-1-0359,"John Frere, Esq.","John Frere, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0360,Sancho-Letters-1-0360,Sancho-Letters-1-0360,Rev. Richard Fisher,Rev. Richard Fisher,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0361,Sancho-Letters-1-0361,Sancho-Letters-1-0361,Mrs. Flasby,Mrs. Flasby,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0362,Sancho-Letters-1-0362,Sancho-Letters-1-0362,Mr. William French,Mr. William French,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0363,Sancho-Letters-1-0363,Sancho-Letters-1-0363,Mr. Fisher,Mr. Fisher,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0364,Sancho-Letters-1-0364,Sancho-Letters-1-0364,Rev. John Freeman,Rev. John Freeman,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0365,Sancho-Letters-1-0365,Sancho-Letters-1-0365,Miss Fish,Miss Fish,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0366,Sancho-Letters-1-0366,Sancho-Letters-1-0366,Mrs. Farrow,Mrs. Farrow,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0367,Sancho-Letters-1-0367,Sancho-Letters-1-0367,"Edward Foster, Esq.","Edward Foster, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0368,Sancho-Letters-1-0368,Sancho-Letters-1-0368,Mr. Henry Fearon,Mr. Henry Fearon,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0369,Sancho-Letters-1-0369,Sancho-Letters-1-0369,Rev. Edmund Ferrers,Rev. Edmund Ferrers,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0370,Sancho-Letters-1-0370,Sancho-Letters-1-0370,Miss Mary Farren,Miss Mary Farren,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0371,Sancho-Letters-1-0371,Sancho-Letters-1-0371,Rev. Mr. Forbes,Rev. Mr. Forbes,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0372,Sancho-Letters-1-0372,Sancho-Letters-1-0372,"Ingham Forster, Esq.","Ingham Forster, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0373,Sancho-Letters-1-0373,Sancho-Letters-1-0373,Mrs. Freeman,Mrs. Freeman,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0374,Sancho-Letters-1-0374,Sancho-Letters-1-0374,Mr. G. Farrington,Mr. G. Farrington,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0375,Sancho-Letters-1-0375,Sancho-Letters-1-0375,Rev. Mr. Flint,Rev. Mr. Flint,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0376,Sancho-Letters-1-0376,Sancho-Letters-1-0376,Mr. Faquier,Mr. Faquier,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0377,Sancho-Letters-1-0377,Sancho-Letters-1-0377,Mr. Fuller,Mr. Fuller,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0378,Sancho-Letters-1-0378,Sancho-Letters-1-0378,Mr. Forlow,Mr. Forlow,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0379,Sancho-Letters-1-0379,Sancho-Letters-1-0379,Mr. Francis,Mr. Francis,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0380,Sancho-Letters-1-0380,Sancho-Letters-1-0380,Mr. Freestone,Mr. Freestone,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0381,Sancho-Letters-1-0381,Sancho-Letters-1-0381,Mr. Fenton,Mr. Fenton,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0382,Sancho-Letters-1-0382,Sancho-Letters-1-0382,Mr. Freeman,Mr. Freeman,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0383,Sancho-Letters-1-0383,Sancho-Letters-1-0383,Mrs. Fanning,Mrs. Fanning,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0384,Sancho-Letters-1-0384,Sancho-Letters-1-0384,Mr. Fox,Mr. Fox,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0385,Sancho-Letters-1-0385,Sancho-Letters-1-0385,Her Royal Highness the Duchess of Gloucester,Her Royal Highness the Duchess of Gloucester,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0386,Sancho-Letters-1-0386,Sancho-Letters-1-0386,His Grace the Duke of Grafton,His Grace the Duke of Grafton,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0387,Sancho-Letters-1-0387,Sancho-Letters-1-0387,Her Grace the Duchess of Grafton,Her Grace the Duchess of Grafton,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0388,Sancho-Letters-1-0388,Sancho-Letters-1-0388,Earl of Gower,Earl of Gower,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0389,Sancho-Letters-1-0389,Sancho-Letters-1-0389,Earl of Guilford,Earl of Guilford,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0390,Sancho-Letters-1-0390,Sancho-Letters-1-0390,Lord Grantham,Lord Grantham,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0391,Sancho-Letters-1-0391,Sancho-Letters-1-0391,Lady Grantham,Lady Grantham,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0392,Sancho-Letters-1-0392,Sancho-Letters-1-0392,Miss Goldsworthy,Miss Goldsworthy,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0393,Sancho-Letters-1-0393,Sancho-Letters-1-0393,Dr. Gisborne,Dr. Gisborne,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0394,Sancho-Letters-1-0394,Sancho-Letters-1-0394,"Edward Gibbon, Esq.","Edward Gibbon, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0395,Sancho-Letters-1-0395,Sancho-Letters-1-0395,"Leslie Grove, Esq.","Leslie Grove, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0396,Sancho-Letters-1-0396,Sancho-Letters-1-0396,"Joseph Gulston, Esq.","Joseph Gulston, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0397,Sancho-Letters-1-0397,Sancho-Letters-1-0397,"John Godbold, Esq.","John Godbold, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0398,Sancho-Letters-1-0398,Sancho-Letters-1-0398,Rev. Mr. Gibson,Rev. Mr. Gibson,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0399,Sancho-Letters-1-0399,Sancho-Letters-1-0399,Rev. R. E. Garnham,Rev. R. E. Garnham,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0400,Sancho-Letters-1-0400,Sancho-Letters-1-0400,"James Grote, Esq.","James Grote, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0401,Sancho-Letters-1-0401,Sancho-Letters-1-0401,Mr. Grote,Mr. Grote,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0402,Sancho-Letters-1-0402,Sancho-Letters-1-0402,Mr. Wiliiam Garnham,Mr. Wiliiam Garnham,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0403,Sancho-Letters-1-0403,Sancho-Letters-1-0403,Mr. Gorton,Mr. Gorton,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0404,Sancho-Letters-1-0404,Sancho-Letters-1-0404,Mr. Gorst,Mr. Gorst,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0405,Sancho-Letters-1-0405,Sancho-Letters-1-0405,Mr. R. Gorst,Mr. R. Gorst,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0406,Sancho-Letters-1-0406,Sancho-Letters-1-0406,Mr. Gardener,Mr. Gardener,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0407,Sancho-Letters-1-0407,Sancho-Letters-1-0407,Mrs. Gills,Mrs. Gills,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0408,Sancho-Letters-1-0408,Sancho-Letters-1-0408,Miss Gilbert,Miss Gilbert,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0409,Sancho-Letters-1-0409,Sancho-Letters-1-0409,Mr. Grint,Mr. Grint,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0410,Sancho-Letters-1-0410,Sancho-Letters-1-0410,Mr. Green,Mr. Green,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0411,Sancho-Letters-1-0411,Sancho-Letters-1-0411,Mr. Gigot,Mr. Gigot,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0412,Sancho-Letters-1-0412,Sancho-Letters-1-0412,Mr. Charles Godby,Mr. Charles Godby,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0413,Sancho-Letters-1-0413,Sancho-Letters-1-0413,Mrs. Green,Mrs. Green,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0414,Sancho-Letters-1-0414,Sancho-Letters-1-0414,Mr. Graham,Mr. Graham,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0415,Sancho-Letters-1-0415,Sancho-Letters-1-0415,Mr. Gardener,Mr. Gardener,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0416,Sancho-Letters-1-0416,Sancho-Letters-1-0416,Mr. Arthur Glidon,Mr. Arthur Glidon,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0417,Sancho-Letters-1-0417,Sancho-Letters-1-0417,Mr. Grint,Mr. Grint,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0418,Sancho-Letters-1-0418,Sancho-Letters-1-0418,Mr. Gooch,Mr. Gooch,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0419,Sancho-Letters-1-0419,Sancho-Letters-1-0419,"Mr. Joseph Gill, jun.","Mr. Joseph Gill, jun.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0420,Sancho-Letters-1-0420,Sancho-Letters-1-0420,Mr. Garden,Mr. Garden,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0421,Sancho-Letters-1-0421,Sancho-Letters-1-0421,Capt. Green,Capt. Green,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0422,Sancho-Letters-1-0422,Sancho-Letters-1-0422,Mr. Guoyn,Mr. Guoyn,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0423,Sancho-Letters-1-0423,Sancho-Letters-1-0423,Mr. Gains,Mr. Gains,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0424,Sancho-Letters-1-0424,Sancho-Letters-1-0424, Mr. Goodhen, Mr. Goodhen,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0425,Sancho-Letters-1-0425,Sancho-Letters-1-0425,Mr. William Graves,Mr. William Graves,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0426,Sancho-Letters-1-0426,Sancho-Letters-1-0426,Mr. George Gainer,Mr. George Gainer,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0427,Sancho-Letters-1-0427,Sancho-Letters-1-0427,Mrs. Anne Gainer,Mrs. Anne Gainer,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0428,Sancho-Letters-1-0428,Sancho-Letters-1-0428,Miss Graham,Miss Graham,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0429,Sancho-Letters-1-0429,Sancho-Letters-1-0429,Mr. Goodison,Mr. Goodison,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0430,Sancho-Letters-1-0430,Sancho-Letters-1-0430,Mr. Gardener,Mr. Gardener,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0431,Sancho-Letters-1-0431,Sancho-Letters-1-0431,"Rev. J. Green, M.A.","Rev. J. Green, M.A.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0432,Sancho-Letters-1-0432,Sancho-Letters-1-0432,Mr. Gallant,Mr. Gallant,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0433,Sancho-Letters-1-0433,Sancho-Letters-1-0433,Mr. John Gamble,Mr. John Gamble,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0434,Sancho-Letters-1-0434,Sancho-Letters-1-0434,Mr. Gote,Mr. Gote,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0435,Sancho-Letters-1-0435,Sancho-Letters-1-0435,Mr. Guy,Mr. Guy,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0436,Sancho-Letters-1-0436,Sancho-Letters-1-0436,Mr. Charles Green,Mr. Charles Green,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0437,Sancho-Letters-1-0437,Sancho-Letters-1-0437,Lord Harrowby,Lord Harrowby,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0438,Sancho-Letters-1-0438,Sancho-Letters-1-0438,Lord Herbert,Lord Herbert,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0439,Sancho-Letters-1-0439,Sancho-Letters-1-0439,Lady Harland,Lady Harland,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0440,Sancho-Letters-1-0440,Sancho-Letters-1-0440,Honourable Mrs. Howe,Honourable Mrs. Howe,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0441,Sancho-Letters-1-0441,Sancho-Letters-1-0441,Honourable Mrs. Hanbury,Honourable Mrs. Hanbury,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0442,Sancho-Letters-1-0442,Sancho-Letters-1-0442,Miss Hanbury,Miss Hanbury,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0443,Sancho-Letters-1-0443,Sancho-Letters-1-0443,Miss F. Hanbury,Miss F. Hanbury,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0444,Sancho-Letters-1-0444,Sancho-Letters-1-0444,"Robert Harrison, Esq.","Robert Harrison, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0445,Sancho-Letters-1-0445,Sancho-Letters-1-0445," Heathcote, Esq."," Heathcote, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0446,Sancho-Letters-1-0446,Sancho-Letters-1-0446,Mrs. Heathcote,Mrs. Heathcote,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0447,Sancho-Letters-1-0447,Sancho-Letters-1-0447,"J. Hughson, Esq.","J. Hughson, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0448,Sancho-Letters-1-0448,Sancho-Letters-1-0448,"Horatio Hammond, Esq.","Horatio Hammond, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0449,Sancho-Letters-1-0449,Sancho-Letters-1-0449,Mrs. Hammond,Mrs. Hammond,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0450,Sancho-Letters-1-0450,Sancho-Letters-1-0450,"Francis Hare, Esq.","Francis Hare, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0451,Sancho-Letters-1-0451,Sancho-Letters-1-0451,"Thomas Halsted, Esq.","Thomas Halsted, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0452,Sancho-Letters-1-0452,Sancho-Letters-1-0452,"John Heigham, Esq.","John Heigham, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0453,Sancho-Letters-1-0453,Sancho-Letters-1-0453,"Thomas Huckings, Esq.","Thomas Huckings, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0454,Sancho-Letters-1-0454,Sancho-Letters-1-0454,"George Hodgson, Esq.","George Hodgson, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0455,Sancho-Letters-1-0455,Sancho-Letters-1-0455,"John Hodgson, Esq.","John Hodgson, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0456,Sancho-Letters-1-0456,Sancho-Letters-1-0456,Mrs. Hodgson,Mrs. Hodgson,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0457,Sancho-Letters-1-0457,Sancho-Letters-1-0457,Mr. William Hodgson,Mr. William Hodgson,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0458,Sancho-Letters-1-0458,Sancho-Letters-1-0458,Robert Halhed Esq.,Robert Halhed Esq.,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0459,Sancho-Letters-1-0459,Sancho-Letters-1-0459,"John Halhed, Esq.","John Halhed, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0460,Sancho-Letters-1-0460,Sancho-Letters-1-0460,"John Hayes, Esq.","John Hayes, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0461,Sancho-Letters-1-0461,Sancho-Letters-1-0461,"Henry Hoare, Esq.","Henry Hoare, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0462,Sancho-Letters-1-0462,Sancho-Letters-1-0462,Mrs. Henry Hoare,Mrs. Henry Hoare,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0463,Sancho-Letters-1-0463,Sancho-Letters-1-0463,"William Holland, M.D.","William Holland, M.D.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0464,Sancho-Letters-1-0464,Sancho-Letters-1-0464,Miss Harmer,Miss Harmer,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0465,Sancho-Letters-1-0465,Sancho-Letters-1-0465,Mrs. Horneck,Mrs. Horneck,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0466,Sancho-Letters-1-0466,Sancho-Letters-1-0466,"John Hood, Esq.","John Hood, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0467,Sancho-Letters-1-0467,Sancho-Letters-1-0467,"Rowland Hunt, Esq.","Rowland Hunt, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0468,Sancho-Letters-1-0468,Sancho-Letters-1-0468,"J. Henneker, Esq.","J. Henneker, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0469,Sancho-Letters-1-0469,Sancho-Letters-1-0469,William Hall Esq. ,William Hall Esq. ,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0470,Sancho-Letters-1-0470,Sancho-Letters-1-0470,Rev. Joseph Hall,Rev. Joseph Hall,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0471,Sancho-Letters-1-0471,Sancho-Letters-1-0471,"Thomas Hunt, Esq.","Thomas Hunt, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0472,Sancho-Letters-1-0472,Sancho-Letters-1-0472,"Nathaniel Highmore, Esq.","Nathaniel Highmore, Esq.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0473,Sancho-Letters-1-0473,Sancho-Letters-1-0473,Mr. John Highmore,Mr. John Highmore,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0474,Sancho-Letters-1-0474,Sancho-Letters-1-0474,"Mr. Anthony Highmore, jun.","Mr. Anthony Highmore, jun.",Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0475,Sancho-Letters-1-0475,Sancho-Letters-1-0475,Mr. Hoare,Mr. Hoare,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0476,Sancho-Letters-1-0476,Sancho-Letters-1-0476,Mr. R. Harper,Mr. R. Harper,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0477,Sancho-Letters-1-0477,Sancho-Letters-1-0477,Mr. John Hance,Mr. John Hance,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0478,Sancho-Letters-1-0478,Sancho-Letters-1-0478,Mr. Isaac Harrison,Mr. Isaac Harrison,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0479,Sancho-Letters-1-0479,Sancho-Letters-1-0479,Rev. Mr. Hewitt,Rev. Mr. Hewitt,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0480,Sancho-Letters-1-0480,Sancho-Letters-1-0480,Mr. Gardiner Harward,Mr. Gardiner Harward,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0481,Sancho-Letters-1-0481,Sancho-Letters-1-0481,Mr. Heathcock,Mr. Heathcock,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0482,Sancho-Letters-1-0482,Sancho-Letters-1-0482,Mrs. Hakewell,Mrs. Hakewell,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0483,Sancho-Letters-1-0483,Sancho-Letters-1-0483,Mrs. Harene,Mrs. Harene,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0484,Sancho-Letters-1-0484,Sancho-Letters-1-0484,Mr. J. Harrison,Mr. J. Harrison,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0485,Sancho-Letters-1-0485,Sancho-Letters-1-0485,Mr. Howis,Mr. Howis,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0486,Sancho-Letters-1-0486,Sancho-Letters-1-0486,Mr. G. Hubbard,Mr. G. Hubbard,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0487,Sancho-Letters-1-0487,Sancho-Letters-1-0487,Mr. William Hayward,Mr. William Hayward,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0488,Sancho-Letters-1-0488,Sancho-Letters-1-0488,Mr. John Hughes,Mr. John Hughes,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0489,Sancho-Letters-1-0489,Sancho-Letters-1-0489,Miss Halsey,Miss Halsey,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0490,Sancho-Letters-1-0490,Sancho-Letters-1-0490,Miss Hare,Miss Hare,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0491,Sancho-Letters-1-0491,Sancho-Letters-1-0491,Miss Heath,Miss Heath,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0492,Sancho-Letters-1-0492,Sancho-Letters-1-0492,Mrs. Harrison,Mrs. Harrison,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0493,Sancho-Letters-1-0493,Sancho-Letters-1-0493,Mr. John Hodges,Mr. John Hodges,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0494,Sancho-Letters-1-0494,Sancho-Letters-1-0494,Mr. C- H- ,Mr. C- H- ,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0495,Sancho-Letters-1-0495,Sancho-Letters-1-0495,Mrs. Hart,Mrs. Hart,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0496,Sancho-Letters-1-0496,Sancho-Letters-1-0496,Mr. J. H.,Mr. J. H.,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0497,Sancho-Letters-1-0497,Sancho-Letters-1-0497,Mr. J. Hull,Mr. J. Hull,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0498,Sancho-Letters-1-0498,Sancho-Letters-1-0498,Mrs. Hempstead,Mrs. Hempstead,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0499,Sancho-Letters-1-0499,Sancho-Letters-1-0499,Mrs. Humphries,Mrs. Humphries,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0500,Sancho-Letters-1-0500,Sancho-Letters-1-0500,Mrs. Hesketh,Mrs. Hesketh,Letters,"Sancho, Ignatius",1,1782
Sancho-Letters-1-0501,Sancho-Letters-1-0501,Sancho-Letters-1-0501,Mr. Holme,Mr. Holme,Letters,"Sancho, Ignatius",1,1782
